suburb_code,suburb_name,IRSD_score,IRSD_decile,IRSAD_score,IRSAD_decile
13002,North Haven (NSW),901.4066275,1,869.8719461,1
13003,North Kellyville,1106.570509,10,1167.057054,10
13004,North Lambton,997.5532222,5,995.7242316,6
13005,North Lismore,919.5669235,2,905.2128493,2
13006,North Macksville,944.5007477,2,919.2921453,2
13007,North Manly,1092.466263,10,1136.975882,10
13008,North Narooma,1032.952611,7,986.13094,5
13009,North Narrabeen,1078.883228,9,1100.085225,10
13010,North Nowra,984.7548593,4,952.5188281,4
13011,North Parramatta,993.6962339,4,1028.417309,8
13012,North Richmond,1017.076989,6,1003.897112,7
13013,North Rocks,1084.514666,10,1112.960728,10
13014,North Rothbury,1022.338667,6,995.4284431,6
13015,North Ryde,1070.13309,9,1114.459924,10
13016,North Shore (NSW),1027.586981,6,975.6149953,5
13017,North St Marys,838.597995,1,846.7433971,1
13018,North Star,1084.089701,10,1065.666698,9
13019,North Strathfield,1045.839423,7,1084.957019,10
13020,North Sydney,1089.238894,10,1165.693353,10
13021,North Tamworth,995.1867013,4,974.3893995,5
13022,North Tumbulgum,1041.37951,7,1017.390028,7
13023,North Turramurra,1112.534708,10,1146.937222,10
13024,North Wagga Wagga,980.6078086,4,949.2609094,3
13025,North Wahroonga,1113.97225,10,1173.116666,10
13026,North Willoughby,1070.195863,9,1125.260658,10
13027,North Wollongong,1007.982819,5,1026.441163,8
13028,North Woodburn,955.8652899,3,923.1477767,2
13029,North Yalgogrin,960.5817503,3,956.567089,4
13030,North Yeoval,924.2153722,2,907.7285171,2
13031,Northangera,1033.178852,7,1003.218875,6
13032,Northbridge (NSW),1121.917637,10,1181.47203,10
13033,Northmead,1039.593973,7,1060.865767,9
13034,Northwood (NSW),1147.952901,10,1217.009124,10
13035,Norway,1037.187437,7,1014.606112,7
13036,Norwest,1084.215338,10,1133.345703,10
13037,Nowendoc,1119.214998,10,1092.193448,10
13038,Nowley,1068.997788,9,1058.469433,9
13039,Nowra,835.2866476,1,833.992039,1
13040,Nowra Hill,1026.49178,6,995.3779636,6
13041,Nubba,1006.431142,5,988.8262982,6
13042,Nulkaba,1039.901466,7,1020.613287,7
13043,Nullamanna,1013.466165,5,989.2311845,6
13044,Nullica,1004.952251,5,946.4068592,3
13045,Nullo Mountain,1020.280892,6,993.2227869,6
13046,Numbaa,1053.971877,8,1027.744279,8
13047,Number One,955.615447,3,944.3837636,3
13048,Numbla Vale,1074.1441,9,1035.262385,8
13049,Numbugga,1057.878501,8,1018.750022,7
13050,Numeralla,1014.496975,5,962.8504253,4
13051,Numinbah,971.4172321,3,963.3484037,4
13052,Numulgi,1042.184018,7,1011.570758,7
13053,Nunderi,1051.082014,8,1007.579303,7
13054,Nundle,903.9617888,1,893.1164477,2
13058,Nymagee,950.6731353,2,941.7062604,3
13059,Nymboida,831.8068357,1,840.9877098,1
13060,Nyngan,951.7231494,2,932.1802933,3
13061,Nyora (NSW),1107.89508,10,1080.145022,10
13062,Nyrang Creek,1054.110075,8,1043.076261,9
13063,O'Connell (NSW),1061.143163,8,1039.074476,8
13064,Oak Flats,984.6915895,4,950.857645,3
13065,Oakdale (NSW),1031.280023,7,998.7766645,6
13066,Oakey Park,927.2236464,2,894.1003069,2
13067,Oakhampton,965.0126994,3,961.8378015,4
13068,Oakhampton Heights,1036.883042,7,1055.189521,9
13069,Oakhurst (NSW),988.8331021,4,975.4328445,5
13070,Oaklands,958.8884438,3,920.8217146,2
13071,Oakville,1058.039622,8,1037.407242,8
13072,Oakwood (NSW),1048.696862,8,1013.848186,7
13073,Oallen,1014.208807,5,979.6312811,5
13074,Oatlands (NSW),1052.400935,8,1090.330331,10
13075,Oatley,1101.936389,10,1126.819099,10
13076,Oban,1009.702059,5,994.4835796,6
13077,Obanvale,1055.352025,8,1008.024152,7
13078,Oberne Creek,1062.883602,9,1037.048762,8
13079,Oberon,942.8498825,2,908.7436777,2
13080,Obley,1060.058892,8,1032.425474,8
13081,Ocean Shores,1006.308484,5,998.3844,6
13082,Ogunbil,1050.096613,8,1009.097958,7
13083,Old Adaminaby,1030.350094,6,1021.32835,7
13084,Old Bar,983.1838963,4,947.527579,3
13085,Old Bonalbo,873.7701301,1,881.6315634,1
13086,Old Erowal Bay,936.2539662,2,901.9326364,2
13087,Old Grevillia,922.0126264,2,942.5141469,3
13088,Old Guildford,819.9370455,1,893.6501455,2
13089,Old Junee,1068.34073,9,1048.478801,9
13090,Old Mill,989.2418844,4,931.8394706,3
13091,Old Station,967.6129553,3,931.6285059,3
13092,Old Toongabbie,1056.123518,8,1054.053787,9
13093,Olinda (NSW),1020.280892,6,993.2227869,6
13096,One Mile (NSW),1018.531965,6,986.5304163,6
13097,One Tree,1089.374277,10,1068.09944,9
13098,Oolong,1081.628897,10,1061.084623,9
13099,Ooma,1064.449839,9,1062.239593,9
13100,Ootha,955.6221522,3,963.3423074,4
13101,Ophir,1038.100812,7,1020.226483,7
13102,Oran Park,1035.124899,7,1061.545938,9
13103,Orange,993.0918486,4,975.1903443,5
13104,Orange Grove (NSW),1036.597035,7,1032.53054,8
13105,Orangeville,1075.032606,9,1066.281614,9
13106,Orchard Hills,1035.515707,7,1019.027776,7
13107,Orient Point,962.2669446,3,926.2898142,2
13108,Orton Park,1035.375297,7,1015.768457,7
13109,Osborne (NSW),1029.876496,6,1005.06916,7
13110,Osterley (NSW),1052.438865,8,1018.855188,7
13111,Oswald,1029.240664,6,1007.691312,7
13112,Otford,1105.23453,10,1114.173953,10
13113,Oura,1086.219435,10,1061.917011,9
13114,Ourimbah,1041.507886,7,1017.039187,7
13115,Ournie,1011.239986,5,995.4018986,6
13116,Owens Gap,1075.117761,9,1045.332425,9
13117,Oxford Falls,1105.175655,10,1090.22318,10
13118,Oxley (Balranald - NSW),1034.751163,7,1031.796445,8
13119,Oxley (Warren - NSW),1039.622273,7,1021.94441,8
13120,Oxley Island,1015.600469,6,979.1863547,5
13121,Oxley Park,920.6245516,2,915.5404854,2
13122,Oxley Vale,911.091343,2,888.6893274,1
13123,Oyster Bay,1109.122915,10,1139.742164,10
13124,Oyster Cove (NSW),927.2763226,2,920.5686316,2
13125,Packsaddle,1080.849221,10,1075.681296,10
13126,Paddington (NSW),1101.345481,10,1177.936204,10
13127,Paddys Flat (Kyogle - NSW),873.7701301,1,881.6315634,1
13128,Paddys Flat (Snowy Monaro Regional - NSW),1015.540185,6,972.7384606,5
13129,Paddys River (Snowy Valleys - NSW),1011.239986,5,995.4018986,6
13130,Paddys River (Wingecarribee - NSW),1051.914084,8,1036.914014,8
13131,Padstow,987.4586843,4,1018.377296,7
13132,Padstow Heights,1060.378823,8,1059.941851,9
13133,Pagans Flat,866.0308996,1,863.8117188,1
13134,Pages Creek,1050.852838,8,1001.418711,6
13135,Pages River,1041.944779,7,1008.784971,7
13136,Pagewood,1034.347885,7,1069.505659,9
13137,Palarang,1045.942479,7,1028.830948,8
13139,Paling Yards (Bathurst Regional - NSW),946.8153815,2,914.5268556,2
13140,Paling Yards (Oberon - NSW),1039.976887,7,1022.588607,8
13141,Pallal,1072.473217,9,1055.056774,9
13142,Pallamallawa,954.3649069,3,921.8999267,2
13143,Palm Beach (NSW),1113.969783,10,1141.616703,10
13144,Palm Grove (NSW),1087.492352,10,1070.255553,9
13145,Palmdale (NSW),1087.492352,10,1070.255553,9
13146,Palmers Channel,962.8768402,3,935.8157855,3
13147,Palmers Island,1036.144893,7,995.0587905,6
13148,Palmers Oaky,939.1450232,2,914.3648935,2
13149,Palmvale,986.210791,4,968.4656297,4
13150,Palmwoods (NSW),1002.581443,5,992.7552135,6
13151,Pambula,959.2712976,3,918.4775042,2
13152,Pambula Beach,1058.390846,8,1014.473582,7
13153,Pampoolah,994.5048617,4,945.222712,3
13154,Pan Ban,1005.967782,5,975.185116,5
13155,Panania,1009.248253,5,1034.954875,8
13156,Pangee,1027.100387,6,1014.544645,7
13157,Panuara,1076.226027,9,1058.585047,9
13158,Pappinbarra,994.5510403,4,976.5370618,5
13159,Para,993.7951968,4,991.8891078,6
13160,Paradise (NSW),987.8023389,4,982.3009409,5
13161,Paringi,1005.967782,5,975.185116,5
13162,Parkes (NSW),949.1839651,2,920.7196388,2
13163,Parkesbourne,1066.587696,9,1033.458498,8
13164,Parklea,1066.298045,9,1105.769062,10
13165,Parkville (NSW),1058.906055,8,1005.481814,7
13166,Parma,1073.6996,9,1046.758444,9
13167,Parramatta,1008.959567,5,1065.368671,9
13168,Parraweena,1025.12344,6,1009.510261,7
13169,Patchs Beach,1024.15201,6,977.151081,5
13170,Paterson (NSW),1065.317708,9,1024.30821,8
13171,Patonga,991.0382465,4,1011.730464,7
13172,Paupong,1074.1441,9,1035.262385,8
13173,Paxton,928.8828743,2,901.0026945,2
13174,Paynes Crossing,1034.693101,7,1026.377429,8
13175,Paytens Bridge,1064.449839,9,1062.239593,9
13176,Peacock Creek,925.3350073,2,921.7741272,2
13177,Peak Hill (NSW),868.2582492,1,876.3537989,1
13178,Peak View,1017.342686,6,1029.426952,8
13179,Peakhurst,1013.032758,5,1034.439948,8
13180,Peakhurst Heights,1066.299068,9,1077.525,10
13181,Pearces Creek,1071.15932,9,1042.360419,9
13182,Pearl Beach,1064.902613,9,1067.991981,9
13183,Peats Ridge,1046.368042,7,1031.351876,8
13185,Peel,1094.922015,10,1051.407848,9
13186,Peelwood,967.3788438,3,964.004366,4
13187,Pejar,1063.20562,9,1033.775151,8
13188,Pelaw Main,887.1315366,1,851.7123636,1
13189,Pelican (NSW),995.8282849,4,959.1894171,4
13190,Pelton,950.4197348,2,908.8343318,2
13191,Pembrooke,980.3030075,4,961.8265188,4
13192,Pemulwuy,1082.704608,10,1115.858528,10
13193,Pendle Hill,968.3463705,3,996.3604863,6
13194,Pennant Hills,1082.97325,10,1122.87811,10
13195,Penrith,933.7283385,2,938.7045257,3
13196,Penrose,987.220661,4,969.6744766,5
13197,Penshurst (NSW),1007.234,5,1035.87571,8
13198,Pericoe,902.196058,1,879.4721835,1
13200,Perrys Crossing,1008.492672,5,1010.302334,7
13201,Perthville,1043.579784,7,1001.51324,6
13202,Petersham,1058.910246,8,1118.851937,10
13203,Pheasants Nest,1060.956731,8,1030.505513,8
13204,Phegans Bay,1067.7197,9,1081.378627,10
13205,Phillip Bay,1041.06446,7,1057.980998,9
13206,Phoenix Park,1052.151978,8,1025.499121,8
13207,Piallamore,1074.702198,9,1038.041838,8
13208,Piallaway,1058.971989,8,1042.752157,9
13209,Piambong,1021.172812,6,992.1489001,6
13210,Picketts Valley,1082.167637,10,1106.212355,10
13211,Picnic Point,1078.26863,9,1091.063833,10
13212,Picton (NSW),1055.15727,8,1040.414591,8
13213,Pigeonbah,1076.513208,9,1079.880138,10
13214,Piggabeen,1014.571444,5,981.9632862,5
13215,Pikapene,870.2996739,1,900.5306161,2
13216,Pillar Valley,922.3151616,2,898.1098117,2
13217,Pilliga,943.9648126,2,938.3254976,3
13219,Pimlico (NSW),985.3724729,4,959.8933177,4
13222,Pindaroi,974.568617,3,979.7582602,5
13223,Pindimar,985.9884439,4,931.2905715,3
13224,Pine Camp,993.7951968,4,991.8891078,6
13225,Pine Clump,1076.513208,9,1079.880138,10
13226,Pine Grove (NSW),1092.196899,10,1081.189721,10
13227,Pine Lodge (NSW),1024.759466,6,1019.33331,7
13228,Pine Ridge,1008.022439,5,991.3390216,6
13229,Pine Valley,1071.771859,9,1014.902527,7
13230,Piney Range,967.3004789,3,972.4993721,5
13231,Pinkett,996.0354831,4,988.8835836,6
13232,Pinnacle (NSW),1100.879623,10,1082.409597,10
13233,Pinnacle Swamp,1052.557358,8,1027.691337,8
13235,Piora,972.6455204,3,926.9682999,2
13236,Pipeclay,1029.55874,6,976.052435,5
13237,Pitnacree,1119.964343,10,1037.600352,8
13238,Pitt Town,1094.89096,10,1089.636486,10
13239,Pitt Town Bottoms,1050.262014,8,1048.104349,9
13240,Pleasant Hills,1029.876496,6,1005.06916,7
13241,Pleasure Point,1109.36243,10,1138.967306,10
13242,Plumpton (NSW),987.8836128,4,987.7133995,6
13243,Point Clare,1024.505835,6,1018.153271,7
13244,Point Frederick,1013.043826,5,1030.4738,8
13245,Point Piper,1122.144643,10,1184.416684,10
13247,Pointer Mountain,1087.401728,10,1085.449774,10
13248,Pokolbin,1112.323171,10,1122.592157,10
13249,Pola Creek,1019.732567,6,970.1332872,5
13250,Polo Flat,,,,
13251,Pomeroy,1037.484328,7,1013.601821,7
13252,Pomona (NSW),959.9873883,3,919.2065525,2
13253,Ponto,1072.680873,9,1042.248124,9
13254,Pooncarie,1000.430434,5,982.7838159,5
13256,Port Hacking,1126.354828,10,1168.880598,10
13257,Port Kembla,930.4772074,2,932.9866101,3
13258,Port Macquarie,989.2082135,4,969.1027845,4
13261,Porters Retreat,1039.976887,7,1022.588607,8
13262,Portland (NSW),915.0745485,2,880.8679141,1
13263,Possum Brush,993.4749758,4,943.4623,3
13264,Possum Creek,1060.808233,8,1070.755906,9
13265,Potato Point,1028.702084,6,1004.165039,7
13266,Pottery Estate,896.5733238,1,883.0036989,1
13267,Potts Hill,1005.92564,5,1069.919966,9
13268,Potts Point,1059.860799,8,1143.20748,10
13269,Pottsville,1031.261502,7,1012.157152,7
13270,Prairiewood,874.2650783,1,930.1893462,3
13271,Premer,930.4220161,2,961.2879511,4
13272,Prestons,994.703765,4,1017.193993,7
13273,Pretty Beach (Central Coast - NSW),1101.333347,10,1085.898111,10
13275,Pretty Pine,1056.999755,8,1037.329597,8
13276,Primbee,953.7715465,3,932.4768678,3
13277,Primrose Valley,1041.692713,7,1023.919659,8
13278,Prospect (NSW),1026.69924,6,1020.564486,7
13280,Pucawan,1060.842308,8,1040.345633,8
13281,Puddledock,1080.550891,9,1050.954869,9
13282,Pulganbar,976.8248109,3,952.3808378,4
13283,Pullabooka,1039.88531,7,1019.243782,7
13284,Pulletop,1103.671701,10,1089.500234,10
13285,Pumpenbil,966.4675038,3,948.8747623,3
13286,Punchbowl (Canterbury-Bankstown - NSW),845.9935951,1,909.0022618,2
13287,Punchbowl (Clarence Valley - NSW),949.2158921,2,924.7075836,2
13288,Purfleet,613.4985573,1,708.4016578,1
13289,Purlewaugh,984.6279145,4,1006.897756,7
13290,Putney,1113.264235,10,1152.102549,10
13291,Putta Bucca,1075.352572,9,1074.059883,10
13292,Putty,956.2267726,3,927.2115538,3
13293,Pyangle,1028.828477,6,1001.526956,6
13294,Pymble,1113.951725,10,1178.965525,10
13295,Pyramul,925.7225454,2,899.6398841,2
13296,Pyree,1053.971877,8,1027.744279,8
13297,Pyrmont,1041.603858,7,1127.567478,10
13298,Quaama,915.7949624,2,909.1665241,2
13299,Quakers Hill,1041.746657,7,1043.33311,9
13300,Quambone,966.2803806,3,986.7132689,6
13301,Quanda,1092.196899,10,1081.189721,10
13302,Quandary,1060.842308,8,1040.345633,8
13303,Quandialla,972.7017356,3,975.4651726,5
13304,Queanbeyan,1005.838319,5,994.7468879,6
13305,Queanbeyan East,1005.42568,5,993.7608472,6
13306,Queanbeyan West,1023.176149,6,1008.369043,7
13307,Queens Park (NSW),1103.257346,10,1169.826791,10
13308,Queens Pinch,1081.042765,10,1052.71126,9
13309,Queenscliff (NSW),1117.199357,10,1170.27602,10
13310,Quialigo,1035.756329,7,1006.454026,7
13311,Quidong,1080.367759,9,1041.628673,8
13312,Quiera,1087.401728,10,1085.449774,10
13313,Quipolly,1016.302599,6,978.6134905,5
13314,Quirindi,922.8182006,2,897.8711603,2
13315,Quorrobolong,1042.378905,7,1017.979758,7
13316,Raby,982.8722956,4,958.2761059,4
13317,Raglan (NSW),987.6543726,4,937.9178104,3
13318,Rainbow Flat,1020.52607,6,973.8212607,5
13319,Rainbow Reach,966.6079112,3,941.395262,3
13320,Raleigh,1010.190899,5,972.0941185,5
13321,Ramornie,954.2833472,3,918.1029952,2
13322,Ramsgate,1044.488441,7,1053.494119,9
13323,Ramsgate Beach,1000.778624,5,1009.800045,7
13324,Rand,1021.825143,6,1007.540329,7
13325,Randwick,1089.450223,10,1148.989189,10
13326,Rangari,1036.597035,7,1032.53054,8
13327,Rangers Valley,1124.224227,10,1127.739565,10
13328,Rankin Park,1071.636603,9,1051.042908,9
13329,Rankins Springs,1011.274309,5,993.7892261,6
13330,Rannock,1065.13862,9,1051.83385,9
13331,Rappville,806.4015161,1,805.5698487,1
13332,Rathmines,1009.166072,5,972.0934477,5
13333,Ravensdale,1071.553284,9,1072.719537,10
13334,Ravenswood (NSW),813.8026695,1,824.1725422,1
13335,Ravensworth (NSW),929.1515666,2,880.9825874,1
13336,Rawdon Island,1030.306933,6,1007.702481,7
13337,Rawdon Vale,991.9511476,4,977.7417333,5
13338,Raworth,1048.684588,8,1013.949753,7
13339,Rawsonville,1101.370466,10,1074.663923,10
13340,Raymond Terrace,898.6067501,1,872.8548633,1
13341,Razorback,1080.526286,9,1083.643521,10
13342,Red Head,1040.246972,7,1006.797,7
13343,Red Hill (Snowy Valleys - NSW),991.2415247,4,962.1795301,4
13344,Red Hill (Tamworth Regional - NSW),1048.300637,8,1023.781045,8
13345,Red Hill (Warren - NSW),1039.622273,7,1021.94441,8
13346,Red Range,980.1685743,4,975.997221,5
13347,Red Rock,967.9339762,3,943.0863262,3
13348,Red Rocks,1063.665472,9,1049.499469,9
13349,Redbank (NSW),1046.344439,7,993.245263,6
13350,Redbournberry,1000.729986,5,969.8429301,5
13351,Reddestone,964.9243082,3,947.3250867,3
13352,Redfern,984.5372534,4,1084.763491,10
13353,Redhead,1042.743233,7,1035.0505,8
13354,Redlands,1087.796774,10,1064.67249,9
13355,Reedy Creek (NSW),1049.530513,8,1002.450893,6
13356,Reedy Swamp,1022.864436,6,999.7639017,6
13357,Reefton (NSW),1035.070798,7,996.7571727,6
13358,Regents Park (NSW),867.7539065,1,928.4958263,3
13359,Regentville,1034.869245,7,1016.004248,7
13360,Reids Flat,985.183953,4,962.2215883,4
13361,Reidsdale,1033.178852,7,1003.218875,6
13362,Rennie,1087.796774,10,1064.67249,9
13363,Reno,962.9409494,3,945.7001802,3
13364,Renwick,1076.057632,9,1079.818038,10
13365,Repentance Creek,1028.360073,6,1026.074806,8
13366,Repton,1026.763934,6,998.3776041,6
13367,Reserve Creek,986.210791,4,968.4656297,4
13368,Retreat (NSW),974.1753326,3,952.9891186,4
13369,Revesby,969.9800823,3,1004.731547,7
13370,Revesby Heights,1077.725087,9,1090.508217,10
13371,Rhine Falls,1097.503777,10,1034.582239,8
13372,Rhodes,1056.523186,8,1133.825613,10
13373,Richards,929.2875531,2,918.8282083,2
13374,Richlands (NSW),1022.656797,6,1009.082971,7
13375,Richmond (NSW),963.6213941,3,955.6047242,4
13376,Richmond Hill (NSW),1094.386745,10,1072.32986,10
13377,Richmond Lowlands,972.6953495,3,1015.760985,7
13378,Richmond Vale,1059.152434,8,1036.130942,8
13379,Rileys Hill,986.1087385,4,962.2076891,4
13380,Ringwood (NSW),1087.796774,10,1064.67249,9
13381,Riverlea,1081.042765,10,1052.71126,9
13382,Riverside (NSW),1060.243441,8,1005.777487,7
13383,Riverstone,1001.418387,5,1007.910096,7
13384,Rivertree,961.6544758,3,945.4831331,3
13385,Riverview (NSW),1135.91608,10,1196.082193,10
13386,Riverwood,863.9144569,1,927.1098014,3
13387,Rixs Creek,1055.352025,8,1008.024152,7
13388,Rob Roy,1058.258374,8,1013.368223,7
13389,Robertson (NSW),1062.06584,9,1041.228413,8
13390,Robin Hill,1125.363125,10,1097.386291,10
13391,Rock Flat,1099.373035,10,1061.226336,9
13392,Rock Forest,1064.298033,9,1053.484084,9
13393,Rock Valley,963.9384173,3,927.6924607,3
13394,Rockdale,972.4256722,3,1012.200655,7
13395,Rockley,1005.149146,5,957.0640917,4
13396,Rockley Mount,1085.506487,10,1071.741941,10
13397,Rockton,1015.540185,6,972.7384606,5
13398,Rocky Creek (Gwydir - NSW),1015.933301,6,988.8376354,6
13399,Rocky Creek (Inverell - NSW),974.568617,3,979.7582602,5
13400,Rocky Glen,1062.219535,9,1060.94575,9
13401,Rocky Hall,926.4794446,2,905.2773606,2
13402,Rocky Plain (NSW),1055.172161,8,1017.954397,7
13403,Rocky Point (NSW),971.5881798,3,956.1510598,4
13404,Rocky River (Tenterfield - NSW),775.6450218,1,791.3093743,1
13405,Rocky River (Uralla - NSW),1021.221302,6,974.493312,5
13406,Rodd Point,1110.70053,10,1144.982613,10
13407,Rollands Plains,962.3478524,3,957.3947347,4
13408,Rookhurst,991.9511476,4,977.7417333,5
13410,Rooty Hill,965.3654942,3,968.6810996,4
13411,Ropes Crossing,1027.312022,6,1025.915758,8
13412,Rose Bay (NSW),1096.053692,10,1157.02401,10
13413,Rose Valley (Kiama - NSW),1129.18928,10,1111.961457,10
13414,Rose Valley (Snowy Monaro Regional - NSW),1045.361394,7,1009.886939,7
13415,Rosebank,1016.019486,6,1018.38567,7
13416,Roseberg,931.5497709,2,917.7429568,2
13417,Roseberry,922.0126264,2,942.5141469,3
13418,Roseberry Creek,844.3129961,1,845.3599826,1
13419,Rosebery (NSW),1062.604123,9,1117.01266,10
13420,Rosebrook (NSW),1077.248998,9,1072.095552,10
13421,Rosedale (NSW),1062.043159,8,1024.302671,8
13422,Rosehill (NSW),987.5882474,4,1011.415381,7
13423,Roselands,965.0699326,3,991.9911733,6
13424,Rosemeadow,912.4490588,2,908.7767575,2
13425,Rosemeath,1015.540185,6,972.7384606,5
13426,Roseville,1108.373304,10,1167.255777,10
13427,Roseville Chase,1140.191917,10,1194.320022,10
13428,Rosewood (Port Macquarie-Hastings - NSW),995.4911665,4,938.0680285,3
13429,Rosewood (Snowy Valleys - NSW),887.6891954,1,866.2559011,1
13430,Roslyn,1063.20562,9,1033.775151,8
13431,Rossglen,988.6268457,4,962.0528314,4
13432,Rossgole,1052.69255,8,1023.420733,8
13433,Rossi,1074.836628,9,1071.646494,10
13434,Rossmore (NSW),954.8965818,3,971.4655598,5
13435,Rothbury,1082.596284,10,1083.310244,10
13436,Roto,1039.80541,7,1024.772273,8
13437,Rouchel,1044.3345,7,1020.528575,7
13438,Rouchel Brook,1044.3345,7,1020.528575,7
13439,Roughit,1048.416961,8,1019.160458,7
13440,Round Mountain,1042.305398,7,1019.562727,7
13441,Round Swamp,939.1450232,2,914.3648935,2
13442,Rous,1057.364252,8,1043.550016,9
13443,Rous Mill,1040.575584,7,1025.885257,8
13444,Rouse Hill,1080.848229,10,1115.358019,10
13445,Rowan,1077.099058,9,1052.484621,9
13446,Rowena,1002.703855,5,992.9982919,6
13447,Rowlands Creek,926.0494041,2,918.7415306,2
13448,Royal National Park,,,,
13449,Royalla,1112.49376,10,1140.099049,10
13450,Rozelle,1103.985647,10,1170.809646,10
13451,Ruby Creek,961.6544758,3,945.4831331,3
13452,Rufus,993.7951968,4,991.8891078,6
13453,Rugby,985.183953,4,962.2215883,4
13454,Rukenvale,922.0126264,2,942.5141469,3
13455,Run-o-Waters,1057.129525,8,1036.634284,8
13456,Running Stream,987.0799717,4,953.117943,4
13457,Runnyford,1007.720128,5,958.7201329,4
13458,Ruse,985.5130821,4,959.7630882,4
13459,Rushcutters Bay,1072.176088,9,1143.990047,10
13460,Rushes Creek,1054.692569,8,1023.351546,8
13461,Rushforth,995.5036441,4,954.9955557,4
13462,Russell Lea,1082.417301,10,1126.567931,10
13463,Russell Vale,1004.507353,5,986.0295893,5
13464,Rutherford,929.8594648,2,896.8668308,2
13465,Ruthven,1016.696047,6,963.2260565,4
13466,Ryan (NSW),1029.876496,6,1005.06916,7
13467,Rydal,955.8699807,3,930.2029765,3
13468,Rydalmere,997.4549927,5,1029.568802,8
13469,Ryde,1045.034617,7,1085.478991,10
13470,Rye Park,1007.721089,5,970.5110522,5
13471,Ryhope,1026.081693,6,992.3419643,6
13472,Rylstone,964.461331,3,935.1636421,3
13473,Sackville,1062.142246,9,1030.08545,8
13474,Sackville North,1053.706146,8,1060.785268,9
13475,Saddleback Mountain,1129.18928,10,1111.961457,10
13476,Sadleir,688.8386444,1,768.4474902,1
13477,Safety Beach (NSW),1054.472798,8,1027.618368,8
13478,Salamander Bay,989.5703916,4,952.0058352,4
13479,Salisbury (NSW),1065.799703,9,1031.63837,8
13480,Salisbury Plains,1062.611745,9,1056.311669,9
13481,Sallys Flat,1011.059165,5,995.4073701,6
13482,Salt Ash,972.4064139,3,931.3270758,3
13483,Saltwater,1054.028141,8,985.189334,5
13484,San Isidore,1076.986945,9,1051.165119,9
13485,San Remo (NSW),889.014423,1,860.582309,1
13486,Sancrox,1040.406607,7,1013.965028,7
13487,Sanctuary Point,928.473349,2,894.5556677,2
13489,Sandgate (NSW),911.4303004,2,877.8822238,1
13490,Sandigo,1073.102457,9,1044.321466,9
13491,Sandilands (NSW),866.0308996,1,863.8117188,1
13492,Sandon (NSW),922.3151616,2,898.1098117,2
13493,Sandringham (NSW),1064.391144,9,1090.831206,10
13494,Sandy Beach,987.6772438,4,959.4171056,4
13495,Sandy Creek (Cobar - NSW),1034.34242,7,1015.160849,7
13496,Sandy Creek (Upper Hunter Shire - NSW),1050.852838,8,1001.418711,6
13498,Sandy Flat,970.0253215,3,966.2745403,4
13499,Sandy Gully (NSW),996.6637691,4,957.7731194,4
13500,Sandy Hill,961.6544758,3,945.4831331,3
13501,Sandy Hollow,936.3899658,2,912.6960814,2
13502,Sandy Point (NSW),1114.074845,10,1133.104411,10
13503,Sanger,1012.901733,5,982.5217906,5
13504,Sans Souci,1030.821766,6,1051.865217,9
13505,Sapphire,1009.582287,5,986.5173739,5
13506,Sapphire Beach,1079.821166,9,1070.785767,9
13507,Saratoga,1071.703185,9,1049.660513,9
13508,Sassafras (NSW),1087.401728,10,1085.449774,10
13509,Saumarez,1073.635611,9,1029.720185,8
13510,Saumarez Ponds,1087.39037,10,1050.118267,9
13511,Savernake,1043.211291,7,1014.838349,7
13512,Sawpit Creek,922.0126264,2,942.5141469,3
13513,Sawtell,1018.792615,6,1002.470739,6
13514,Sawyers Gully,983.5342558,4,950.2614247,3
13515,Scarborough (NSW),1115.960451,10,1128.861991,10
13516,Scheyville,1067.125873,9,1039.460462,8
13517,Schofields,1084.862022,10,1117.093841,10
13518,Scone,971.3611343,3,944.1776102,3
13519,Scotia,1049.24554,8,1050.171967,9
13520,Scotland Island,1078.683737,9,1108.599908,10
13521,Scotts Creek (NSW),1050.852838,8,1001.418711,6
13522,Scotts Flat,1048.416961,8,1019.160458,7
13523,Scotts Head,1002.955337,5,960.1512166,4
13524,Seaforth (NSW),1120.510771,10,1180.650024,10
13525,Seaham,1046.54282,7,1013.134183,7
13526,Seahampton,1020.45259,6,943.9887656,3
13527,Seal Rocks,988.9636241,4,960.1608602,4
13528,Sebastopol (NSW),1007.356045,5,996.1539605,6
13529,Sedgefield,1048.416961,8,1019.160458,7
13530,Seelands,1004.767225,5,965.1256195,4
13531,Sefton,888.5684294,1,945.1531189,3
13532,Segenhoe,1051.952033,8,1022.103998,8
13533,Seven Hills (NSW),984.8641126,4,995.8069041,6
13534,Seven Oaks,966.6079112,3,941.395262,3
13535,Sextonville,961.3756953,3,943.06615,3
13536,Shadforth (NSW),1088.431917,10,1058.382676,9
13537,Shallow Bay,1023.030154,6,969.6950233,5
13538,Shalvey,764.3613748,1,797.6368606,1
13539,Shanes Park,962.5474347,3,961.1779236,4
13540,Shannon Brook,984.9944504,4,935.4018219,3
13541,Shannon Vale,980.1685743,4,975.997221,5
13542,Shannondale,1018.487448,6,972.0572925,5
13543,Shannons Flat,1069.864299,9,1050.753439,9
13544,Shark Creek,895.5133228,1,879.8762053,1
13545,Sharps Creek,1057.876772,8,1037.386006,8
13546,Sheedys Gully,972.3937465,3,947.9360839,3
13547,Shell Cove,1077.437647,9,1075.7377,10
13548,Shellharbour,1015.93648,6,994.0767922,6
