suburb_code,suburb_name,IRSD_score,IRSD_decile,IRSAD_score,IRSAD_decile
21804,Mount Mercer,950.754168,2,915.5943907,2
21805,Mount Moriac,1082.915541,10,1051.389724,9
21806,Mount Napier,1079.563186,9,1063.490518,9
21807,Mount Pleasant (Vic.),941.7631175,2,931.2140964,3
21808,Mount Prospect,1027.014585,6,992.1116024,6
21809,Mount Richmond,1010.610482,5,988.1004861,6
21810,Mount Rowan,1043.935072,7,998.2399407,6
21813,Mount Taylor,1032.463366,7,1002.645026,6
21814,Mount Toolebewong,1058.872552,8,1037.627221,8
21815,Mount Wallace,1029.400496,6,988.6115437,6
21816,Mount Waverley,1066.354087,9,1091.503202,10
21817,Mountain Bay,997.3170416,5,963.4568107,4
21818,Mountain View (Vic.),1036.903375,7,998.7445149,6
21819,Moutajup,1053.962598,8,1042.467435,9
21820,Moyhu,956.2700213,3,942.5406377,3
21821,Moyreisk,992.5182873,4,951.5827242,4
21822,Moyston,1008.870984,5,976.4195067,5
21823,Muckatah,994.9662252,4,973.0580001,5
21824,Muckleford,1046.693422,7,1015.434027,7
21825,Muckleford South,1039.327444,7,1005.269024,7
21826,Mudgegonga,1064.520635,9,1019.819988,7
21827,Mulgrave (Vic.),1037.505321,7,1042.856354,9
21828,Mumbannar,1006.791829,5,977.9275336,5
21829,Mundoona,976.3724743,3,942.4784663,3
21830,Munro,1025.271225,6,980.142703,5
21831,Muntham,1028.364863,6,998.7156583,6
21832,Murchison (Vic.),938.5962925,2,911.6005751,2
21833,Murchison East,956.7619869,3,933.6624651,3
21834,Murchison North,989.2341329,4,979.8279912,5
21835,Murgheboluc,1054.170093,8,1020.75406,7
21836,Murmungee,1036.098495,7,1005.386053,7
21837,Murnungin,999.6384534,5,980.5319306,5
21838,Murphys Creek (Vic.),937.3991279,2,918.9780837,2
21839,Murra Warra,1085.34471,10,1039.65074,8
21840,Murrabit,959.0064275,3,913.310179,2
21841,Murrabit West,959.0064275,3,913.310179,2
21842,Murrawee,1058.67395,8,980.4131679,5
21843,Murray-sunset,958.3521211,3,949.5345445,3
21844,Murraydale,981.8111685,4,938.5523061,3
21845,Murrayville,965.8186413,3,937.1126247,3
21846,Murrindal,949.017166,2,935.0248148,3
21847,Murrindindi,1024.644885,6,1036.216478,8
21848,Murroon,1056.552711,8,1030.476749,8
21849,Murrumbeena,1074.976681,9,1096.314947,10
21850,Murtoa,924.0471223,2,905.5010964,2
21851,Musk,1025.388576,6,1001.578064,6
21852,Musk Vale,1011.562221,5,989.3745011,6
21853,Muskerry,1028.848322,6,992.5391261,6
21854,Myall (Buloke - Vic.),1068.052504,9,1044.778694,9
21855,Myall (Gannawarra - Vic.),993.6603172,4,950.992623,3
21856,Myamyn,978.4858784,3,952.2816475,4
21857,Myers Flat,1013.024227,5,956.4921175,4
21858,Myola (Vic.),1028.848322,6,992.5391261,6
21859,Myrniong,1068.092748,9,1027.557526,8
21860,Myrrhee,1016.578335,6,1005.353617,7
21861,Myrtle Creek (Vic.),1001.97397,5,1009.00219,7
21862,Myrtlebank,1037.584004,7,999.169788,6
21863,Myrtleford,975.1214526,3,933.8156326,3
21864,Mysia,1078.752754,9,1038.270105,8
21865,Mystic Park,986.792004,4,940.7632685,3
21866,Mywee,993.7332454,4,960.4593167,4
21867,Nagambie,960.809982,3,931.6554778,3
21868,Nalangil,997.4220797,5,950.9962831,3
21869,Nalinga,1072.357579,9,1050.960427,9
21870,Nambrok,1030.156026,6,1005.806375,7
21871,Nandaly,1068.052504,9,1044.778694,9
21872,Nangana,1064.407563,9,1043.068768,9
21873,Nangeela,1073.288543,9,1033.603464,8
21874,Nangiloc,967.4904201,3,926.2537342,2
21875,Nanneella,1025.180417,6,996.9185439,6
21877,Napoleons,1048.593897,8,1008.41451,7
21878,Nar Nar Goon,1003.654002,5,961.8437766,4
21879,Nar Nar Goon North,1072.214482,9,1037.410835,8
21880,Narbethong,1042.167718,7,1004.55121,7
21881,Nareeb,988.6606675,4,994.4370732,6
21882,Nareen,1100.697531,10,1088.846283,10
21883,Nareewillock,1027.124175,6,988.2024557,6
21884,Nariel Valley,1038.287575,7,1019.63304,7
21885,Naring,1017.393237,6,980.531918,5
21886,Naringal,1024.627889,6,1005.186422,7
21887,Naringal East,1024.627889,6,1005.186422,7
21888,Naroghid,1043.84396,7,1016.327267,7
21889,Narracan,1022.781991,6,979.8490923,5
21890,Narraport,1040.319556,7,1022.670255,8
21891,Narrapumelap South,1073.901204,9,1061.017785,9
21892,Narrawong,1065.999408,9,1022.254438,8
21893,Narre Warren,978.1572741,3,962.4349565,4
21894,Narre Warren East,1080.50545,9,1082.564401,10
21895,Narre Warren North,1064.915524,9,1061.174827,9
21896,Narre Warren South,997.2333999,5,992.8708931,6
21897,Narrung (Vic.),969.4960692,3,969.1444333,4
21898,Nathalia,969.3346226,3,936.1644158,3
21899,Natimuk,1016.476818,6,982.9313172,5
21900,Natte Yallock,967.2051934,3,938.0367066,3
21901,Natya,970.2845997,3,953.6025316,4
21902,Navarre,976.9825244,3,947.2123403,3
21903,Navigators,1075.908707,9,1046.466334,9
21904,Nayook,1002.236007,5,967.9170041,4
21905,Neds Corner,958.3521211,3,949.5345445,3
21906,Neereman,1033.998379,7,994.9062549,6
21907,Neerim,1002.236007,5,967.9170041,4
21908,Neerim East,1036.026481,7,993.4510706,6
21909,Neerim Junction,1002.236007,5,967.9170041,4
21910,Neerim North,1036.026481,7,993.4510706,6
21911,Neerim South,1012.530779,5,980.6350115,5
21912,Neilborough,962.7263701,3,910.3677522,2
21914,Nelson (Vic.),1006.791829,5,977.9275336,5
21915,Nerrena,1083.833603,10,1044.127899,9
21916,Nerrin Nerrin,1035.860066,7,1025.659306,8
21917,Nerrina,1088.719021,10,1075.83919,10
21918,Nerring,1005.959521,5,992.5751419,6
21919,Netherby (Vic.),1029.46946,6,1022.301872,8
21920,Neuarpurr,1094.589706,10,1077.142587,10
21921,New Gisborne,1082.64208,10,1068.180924,9
21922,Newborough,924.4754339,2,891.8474502,2
21923,Newbridge (Vic.),994.8042229,4,959.4996211,4
21924,Newbury,1043.486915,7,1029.419779,8
21925,Newcomb,927.5300044,2,901.1730373,2
21926,Newfield,1068.57072,9,1030.395615,8
21927,Newham,1069.863771,9,1072.715766,10
21928,Newhaven,1032.319997,7,1002.394935,6
21929,Newington (Vic.),1053.335218,8,1045.178612,9
21930,Newlands Arm,977.2903836,3,936.954388,3
21931,Newlyn,1063.229315,9,1041.878428,9
21932,Newlyn North,1027.014585,6,992.1116024,6
21933,Newmerella,967.1038498,3,932.1790274,3
21934,Newport (Vic.),1076.878208,9,1107.452901,10
21935,Newry,992.8197256,4,959.3860687,4
21936,Newstead (Vic.),997.0299421,4,963.5908057,4
21937,Newtown (Golden Plains - Vic.),987.2857693,4,931.1304718,3
21938,Newtown (Greater Geelong - Vic.),1072.697412,9,1081.265616,10
21939,Nhill,945.7960661,2,926.3437905,2
21940,Nichols Point,1067.10152,9,1033.072029,8
21941,Nicholson (Vic.),998.8880028,5,952.9989954,4
21942,Niddrie,1063.920815,9,1066.441838,9
21943,Nilma,1030.538337,6,982.6100383,5
21944,Nilma North,1081.875791,10,1052.162277,9
21945,Ninda,1068.052504,9,1044.778694,9
21946,Nine Mile (Vic.),1027.208758,6,998.9489151,6
21947,Nintingbool,1049.051837,8,999.9657893,6
21948,Ninyeunook,1079.556292,9,1061.737514,9
21949,Nirranda,1041.150024,7,1033.161574,8
21950,Nirranda East,1092.252422,10,1072.196609,10
21951,Nirranda South,1041.150024,7,1033.161574,8
21952,Noble Park,873.2309631,1,901.2292427,2
21953,Noble Park North,936.4333564,2,935.8529773,3
21954,Noojee,972.7986284,3,934.3385822,3
21955,Noorat,993.8807104,4,972.5593836,5
21956,Noorat East,1008.014334,5,987.3259376,6
21957,Noorinbee,918.2186892,2,912.5196297,2
21958,Noorinbee North,918.2186892,2,912.5196297,2
21959,Noradjuha,994.7908236,4,981.3349968,5
21960,Norlane,756.6842058,1,781.7877786,1
21961,Normanville (Vic.),1079.556292,9,1061.737514,9
21962,Norong,1036.418986,7,1027.301647,8
21963,North Bendigo,927.2699671,2,912.7240611,2
21964,North Blackwood,1108.311622,10,1082.536515,10
21965,North Geelong,950.6930693,2,952.9362732,4
21966,North Melbourne,977.0534972,3,1053.567982,9
21967,North Shore (Vic.),966.2213257,3,947.7364946,3
21968,North Wangaratta,1018.331365,6,977.4096547,5
21969,North Warrandyte,1107.730053,10,1119.111328,10
21970,North Wonthaggi,957.1619918,3,909.3327405,2
21971,Northcote,1070.827366,9,1117.213738,10
21972,Northwood (Vic.),1012.865001,5,984.292276,5
21973,Norval,1045.013636,7,1010.759881,7
21974,Notting Hill,1037.391679,7,1058.990234,9
21975,Nowa Nowa,923.8206602,2,911.6628661,2
21976,Nowhere Creek,967.9409203,3,952.084173,4
21977,Nowie,999.6384534,5,980.5319306,5
21978,Nug Nug,1009.115917,5,1005.323809,7
21979,Nuggetty,987.2973891,4,979.4326374,5
21980,Nulla Vale,1059.032487,8,1014.598876,7
21981,Nullawarre,1038.419397,7,1020.286942,7
21982,Nullawarre North,1024.627889,6,1005.186422,7
21983,Nullawil,1018.04822,6,994.3657036,6
21984,Numurkah,941.3576652,2,913.3973885,2
21985,Nunawading,1041.310192,7,1058.587276,9
21986,Nungurner,1026.630018,6,988.7543443,6
21988,Nurcoung,1050.130196,8,1044.621878,9
21989,Nurrabiel,1090.190319,10,1068.018483,9
21991,Nutfield,1040.937093,7,1054.246153,9
21992,Nyah,888.9593623,1,874.8261022,1
21993,Nyah West,834.0952631,1,819.0063674,1
21994,Nyarrin,1068.052504,9,1044.778694,9
21995,Nyerimilang,1026.630018,6,988.7543443,6
21996,Nyora (Vic.),1025.729678,6,980.9317402,5
21997,Nyrraby,999.6384534,5,980.5319306,5
21998,Oak Park,1063.440496,9,1068.410289,9
21999,Oaklands Junction,1069.573771,9,1038.198879,8
22000,Oakleigh,1036.850845,7,1060.630254,9
22001,Oakleigh East,1035.811041,7,1051.952494,9
22002,Oakleigh South,1029.483725,6,1038.101805,8
22003,Oakvale,1079.556292,9,1061.737514,9
22004,Ocean Grange,1038.862063,7,1021.84953,7
22005,Ocean Grove,1073.368296,9,1053.62847,9
22006,Officer,1055.515659,8,1034.463455,8
22007,Officer South,1098.248284,10,1067.013495,9
22008,Old Tallangatta,1066.085433,9,1034.729404,8
22009,Olinda (Vic.),1063.854698,9,1062.00092,9
22010,Ombersley,1054.459737,8,1038.187099,8
22011,Omeo,997.522442,5,960.0775443,4
22012,Omeo Valley,967.482991,3,945.8598489,3
22013,Ondit,975.3807607,3,939.5951194,3
22014,Orbost,888.5886178,1,861.0607609,1
22015,Orford (Vic.),1083.772685,10,1037.537296,8
22016,Ormond,1070.91984,9,1094.613097,10
22017,Orrvale,972.0726696,3,949.1213423,3
22018,Osbornes Flat,1123.825253,10,1079.135263,10
22019,Outtrim,1063.165196,9,1021.137505,7
22020,Ouyen,952.1254312,2,928.2465541,3
22021,Ovens,985.5528287,4,954.0658424,4
22022,Oxley (Vic.),1073.243295,9,1021.915592,7
22023,Oxley Flats,1058.85338,8,1017.234267,7
22024,Ozenkadnook,1050.130196,8,1044.621878,9
22025,Paaratte,1068.57072,9,1030.395615,8
22026,Painswick,857.9903642,1,835.2426976,1
22027,Pakenham,983.1838675,4,958.075465,4
22028,Pakenham South,999.6682275,5,978.3224107,5
22029,Pakenham Upper,1090.997315,10,1072.916216,10
22030,Panitya (Vic.),1082.173463,10,1059.964655,9
22031,Panmure,995.170516,4,970.7254647,5
22032,Panton Hill,1098.754914,10,1087.790115,10
22033,Paradise (Vic.),984.5758432,4,954.6387951,4
22034,Paradise Beach,877.0729197,1,856.3488342,1
22035,Paraparap,1090.666019,10,1074.841838,10
22036,Park Orchards,1117.100422,10,1130.315545,10
22037,Parkdale,1081.422705,10,1089.799918,10
22038,Parkville (Vic.),1054.90502,8,1101.650584,10
22039,Parwan,1005.821467,5,970.4961257,5
22040,Paschendale,1082.923012,10,1063.238543,9
22041,Pascoe Vale,1042.551869,7,1050.798013,9
22042,Pascoe Vale South,1069.030053,9,1075.88296,10
22043,Pastoria,1083.636151,10,1084.175812,10
22044,Pastoria East,1083.636151,10,1084.175812,10
22045,Patchewollock,978.7983309,4,966.2019229,4
22046,Patho,1024.546416,6,989.1214083,6
22047,Patterson Lakes,1051.091606,8,1041.872135,9
22048,Patyah,1050.130196,8,1044.621878,9
22049,Paynesville (Vic.),982.9121431,4,942.8409835,3
22050,Pearcedale,1051.232009,8,1009.265967,7
22051,Pearsondale,1051.44614,8,1023.705108,8
22052,Peechelba,1048.307631,8,1009.016322,7
22053,Peechelba East,1016.508593,6,977.1925728,5
22054,Pelluebla,985.6216047,4,961.3044175,4
22055,Pennyroyal,1066.061073,9,1054.636391,9
22056,Penshurst (Vic.),939.0958375,2,923.5987857,2
22057,Pental Island,1061.476688,8,998.2567608,6
22058,Pentland Hills,1051.775732,8,1023.486257,8
22059,Percydale,967.9409203,3,952.084173,4
22060,Peronne,1050.130196,8,1044.621878,9
22061,Perry Bridge,953.8202375,3,952.8856647,4
22062,Peterborough (Vic.),1065.90364,9,1022.855078,8
22063,Petticoat Creek,1043.280561,7,1018.666154,7
22064,Pheasant Creek (Vic.),1051.289219,8,1017.750923,7
22065,Piangil,970.2845997,3,953.6025316,4
22066,Picola,996.294066,4,962.9874333,4
22067,Picola West,996.294066,4,962.9874333,4
22068,Piedmont,972.7986284,3,934.3385822,3
22069,Pier Milan,1068.052504,9,1044.778694,9
22070,Pigeon Ponds,1100.697531,10,1088.846283,10
22071,Piggoreet,936.1909514,2,898.0941883,2
22072,Pimpinio,1085.34471,10,1039.65074,8
22073,Pine Grove (Vic.),1024.546416,6,989.1214083,6
22074,Pine Lodge (Vic.),1064.672655,9,1027.556874,8
22075,Pine Mountain (Vic.),1014.410905,5,989.843679,6
22076,Pine View,1079.556292,9,1061.737514,9
22077,Pioneer Bay,899.8032011,1,855.19707,1
22078,Pipers Creek,1078.410588,9,1064.012189,9
22079,Pira,1021.343618,6,967.4682272,4
22080,Piries,1039.631701,7,1003.922316,7
22081,Pirron Yallock,1002.842931,5,959.9011982,4
22082,Pitfield,1042.356961,7,1044.170274,9
22083,Pittong,946.5660868,2,924.6909342,2
22084,Plenty (Vic.),1121.320259,10,1117.505915,10
22085,Plumpton (Vic.),966.5061385,3,969.2680765,4
22086,Point Cook,1055.723186,8,1066.019991,9
22087,Point Leo,1067.836801,9,1055.066964,9
22088,Point Lonsdale,1084.3457,10,1069.540874,9
22090,Polisbet,999.6384534,5,980.5319306,5
22091,Pomborneit,1029.529738,6,1003.740025,7
22092,Pomborneit East,1029.529738,6,1003.740025,7
22093,Pomborneit North,1025.119757,6,1020.514068,7
22094,Pomonal,1028.2222,6,994.0314003,6
22095,Pompapiel,1022.913045,6,992.7038255,6
22096,Poolaijelo,978.5894999,3,954.3507958,4
22097,Pootilla,1046.597954,7,1002.714586,6
22098,Poowong,1030.196475,6,991.6375401,6
22099,Poowong East,1039.598642,7,1009.905337,7
22100,Poowong North,1078.554117,9,1053.334462,9
22101,Porcupine Ridge,1051.771083,8,1047.466195,9
22102,Porepunkah,1067.73894,9,1014.490462,7
22103,Port Albert,939.0013697,2,899.0550602,2
22104,Port Campbell,1048.264476,8,1015.535272,7
22105,Port Fairy,1046.620599,7,1025.309088,8
22106,Port Franklin,983.0986089,4,942.2063493,3
22107,Port Melbourne,1054.297709,8,1111.5597,10
22108,Port Welshpool,971.7848897,3,921.9377169,2
22109,Portarlington,995.0446264,4,969.0354549,4
22110,Portland (Vic.),918.4617525,2,890.8715604,2
22111,Portland North,1027.984523,6,987.0034886,6
22112,Portland West,1040.748186,7,996.0542445,6
22113,Portsea,1117.951925,10,1135.640904,10
22114,Pound Creek,1042.306546,7,1020.327106,7
22115,Powelltown,918.0551953,2,866.1836146,1
22116,Powers Creek,990.3990153,4,977.6657745,5
22117,Powlett Plains,953.0135418,2,919.2210124,2
22118,Prahran,1080.523739,9,1128.714864,10
22119,Prairie (Vic.),1035.237395,7,1029.771543,8
22120,Pranjip,1008.087042,5,976.0844437,5
22121,Preston (Vic.),1013.967072,5,1039.752341,8
22122,Princes Hill,1056.403334,8,1102.91339,10
22123,Princetown,1041.302842,7,1027.819577,8
22124,Puckapunyal,1117.225017,10,1064.784634,9
22125,Pura Pura,1029.410165,6,1024.878803,8
22126,Purdeet,988.6606675,4,994.4370732,6
22127,Purnim,1024.43374,6,983.1246046,5
22128,Purnim West,1078.173923,9,1047.792198,9
22129,Pyalong,1004.319489,5,960.5217149,4
22130,Pyramid Hill,876.4305465,1,874.936243,1
22131,Quambatook,857.7118926,1,854.7525556,1
22133,Quantong,1058.195858,8,998.7813772,6
22134,Quarry Hill,1019.557327,6,1003.955277,7
22135,Queenscliff (Vic.),1076.945076,9,1057.844998,9
22136,Raglan (Vic.),963.3184214,3,940.2268284,3
22137,Rainbow,943.3622848,2,925.4569087,2
22138,Ranceby,1038.190613,7,1008.33561,7
22139,Rathscar,963.8866212,3,939.2821359,3
22140,Rathscar West,963.8866212,3,939.2821359,3
22142,Ravenswood (Vic.),1047.97522,8,1020.639018,7
22143,Ravenswood South,1098.476451,10,1083.152006,10
22144,Rawson,787.443205,1,789.4982984,1
22145,Raymond Island,998.2338603,5,949.0146951,3
22146,Raywood,988.6530539,4,941.9564471,3
22147,Red Cliffs,923.3680659,2,896.7473341,2
22148,Red Hill (Vic.),1069.013665,9,1078.663416,10
22149,Red Hill South,1099.402341,10,1109.432217,10
22150,Red Lion,923.6398471,2,897.9701963,2
22151,Redan,900.0286413,1,889.1191298,1
22152,Redbank (Vic.),969.6343879,3,941.7514617,3
22153,Redcastle,1014.176607,5,978.8968268,5
22154,Redesdale,1032.248213,7,1004.050726,7
22155,Reedy Creek (Vic.),969.1581148,3,947.4822775,3
22156,Reedy Dam,1040.319556,7,1022.670255,8
22157,Reedy Flat,984.2323001,4,977.5526251,5
22158,Reedy Lake,1025.755926,6,985.3858436,5
22159,Reefton (Vic.),915.9536661,2,893.1276233,2
22160,Research,1105.233896,10,1107.144711,10
22161,Reservoir (Vic.),976.5658495,3,987.9404371,6
22163,Rheola,996.2727202,4,975.1877925,5
22164,Rhyll,1063.012479,9,1014.112,7
22165,Rhymney,1028.2222,6,994.0314003,6
22166,Riachella,1010.790091,5,984.3001193,5
22167,Rich Avon,1049.603545,8,1015.437277,7
22168,Rich Avon East,1053.994511,8,1029.99873,8
22169,Rich Avon West,1053.994511,8,1029.99873,8
22170,Richmond (Vic.),1042.141217,7,1103.618219,10
22171,Richmond Plains,1027.208758,6,998.9489151,6
22172,Riddells Creek,1075.047706,9,1047.686243,9
22173,Riggs Creek,998.1772869,5,963.0486848,4
22174,Ringwood (Vic.),1014.516791,5,1021.680585,7
22175,Ringwood East,1028.440553,6,1033.371644,8
22176,Ringwood North,1085.342461,10,1085.734106,10
22177,Ripplebrook,1041.687025,7,1009.845655,7
22178,Rippleside,1077.13928,9,1079.384333,10
22179,Ripponlea,1066.322175,9,1102.053252,10
22180,Riverside (Vic.),1064.944949,9,1024.347758,8
22181,Riverslea,1013.11708,5,983.091743,5
22182,Robertsons Beach,932.53212,2,882.3707367,1
22183,Robinvale,817.8566146,1,862.7471195,1
22184,Rochester (Vic.),928.478796,2,898.7225076,2
22185,Rochford,1074.307231,9,1083.405605,10
22186,Rockbank,991.5634814,4,977.5775108,5
22187,Rocklands,1085.344531,10,1081.041105,10
22188,Rocklyn,1027.014585,6,992.1116024,6
22189,Rocky Point (Vic.),1045.013636,7,1010.759881,7
22190,Rokeby (Vic.),1040.186594,7,1005.016547,7
22191,Rokewood,1000.469932,5,950.4981745,3
22192,Rokewood Junction,1000.469932,5,950.4981745,3
22193,Romsey,1047.506067,8,1011.769734,7
22194,Rosanna,1080.269071,9,1092.813341,10
22195,Rose River,988.6183552,4,965.7333951,4
22197,Rosebrook (Vic.),1070.54905,9,1041.672083,8
22198,Rosebud,982.3978953,4,945.3251071,3
22199,Rosedale (Vic.),939.1457921,2,895.7424543,2
22200,Roses Gap,1016.492822,6,984.6393558,5
22201,Rosewhite,1064.199896,9,1017.694779,7
22202,Roslynmead,1026.510351,6,989.9526047,6
22203,Ross Creek (Vic.),1067.245418,9,1013.60909,7
22204,Rossbridge,1064.924167,9,1069.954834,9
22205,Rostron,984.5758432,4,954.6387951,4
22206,Rowsley,1038.078096,7,1014.982781,7
22207,Rowville,1066.393371,9,1055.517765,9
22208,Roxburgh Park,869.9940705,1,907.0267886,2
22209,Rubicon,998.2227382,5,950.1502155,3
22210,Ruby,1080.254024,9,1043.698188,9
22211,Ruffy,1080.861091,10,1053.875717,9
22212,Running Creek (Vic.),1049.714989,8,1020.754975,7
22213,Runnymede (Vic.),991.8370477,4,979.2559656,5
22214,Rupanyup,956.8524707,3,953.1594494,4
22215,Rushworth,897.0091929,1,874.5925709,1
22216,Russells Bridge,1043.162247,7,1043.260282,9
22217,Rutherglen,974.9504022,3,945.3326868,3
22219,Ryanston,1053.1015,8,1015.447002,7
22220,Rye,1023.656742,6,994.1291544,6
22221,Rythdale,999.6682275,5,978.3224107,5
22222,Safety Beach (Vic.),1037.163374,7,1013.198318,7
22223,Sailors Falls,1027.072825,6,998.6407759,6
22224,Sailors Gully,954.1131907,3,899.8798056,2
22225,Sailors Hill,985.2874969,4,973.6775745,5
22226,Sale,970.7077493,3,950.9573321,3
22227,Salisbury West,953.0135418,2,919.2210124,2
22228,Samaria,984.6311061,4,952.7386325,4
22229,San Remo (Vic.),1033.571812,7,1003.474131,6
22230,Sandford (Vic.),940.8165751,2,919.824492,2
22231,Sandhill Lake,1035.585604,7,1005.724147,7
22232,Sandhurst,1096.150333,10,1105.036529,10
22233,Sandon (Vic.),1038.094781,7,1001.426968,6
22234,Sandringham (Vic.),1088.32599,10,1122.307918,10
22235,Sandy Creek (Vic.),1073.773367,9,1041.057859,8
22236,Sandy Point (Vic.),1064.472562,9,1017.564777,7
22238,Sarsfield,1044.682516,7,997.5362077,6
22239,Sassafras (Vic.),1071.668686,9,1074.071007,10
22240,Sawmill Settlement,1070.750456,9,1041.170962,8
22241,Scarsdale,984.4707435,4,939.4191885,3
22242,Scoresby,1038.635029,7,1026.160534,8
22243,Scotchmans Lead,1048.040354,8,1003.450562,6
22244,Scotsburn,1056.783049,8,1012.739183,7
22245,Scotts Creek (Vic.),1024.929929,6,1008.465985,7
22246,Sea Lake,923.0508519,2,891.841718,2
22247,Seabrook,1024.00574,6,1005.973698,7
22248,Seacombe,1038.862063,7,1021.84953,7
22249,Seaford (Vic.),997.1731842,5,979.0337603,5
22250,Seaholme,1055.695589,8,1060.896798,9
22251,Seaspray,941.1579851,2,909.6964892,2
22252,Seaton (Vic.),1047.575489,8,982.957434,5
22253,Seaview,1046.002199,7,1014.617012,7
22254,Sebastian,937.15656,2,907.1288079,2
22255,Sebastopol (Vic.),876.9583943,1,853.4784655,1
22256,Seddon (Vic.),1061.906376,8,1109.21048,10
22257,Sedgwick,1098.109359,10,1079.682376,10
22258,Selby,1065.740659,9,1053.362358,9
22260,Separation Creek,1075.745262,9,1049.621726,9
22261,Serpentine (Vic.),1022.913045,6,992.7038255,6
22262,Serviceton,1028.952662,6,1018.746084,7
22263,Seville,1065.505399,9,1015.919034,7
22264,Seville East,1068.87269,9,1006.488157,7
22265,Seymour (Vic.),901.6619104,1,883.5315207,1
22266,Shady Creek,1073.819743,9,1034.08334,8
22267,Shays Flat,1029.93738,6,981.9176815,5
22268,She Oaks,1068.039435,9,1031.470068,8
22269,Sheans Creek,1038.809579,7,1015.789564,7
22270,Sheep Hills,1062.830009,9,1013.228385,7
22271,Shelbourne,1059.465116,8,1007.329699,7
22272,Shelford,999.9636767,5,975.3136874,5
22273,Shelley (Vic.),1023.994037,6,993.9882555,6
22274,Shepherds Flat,1052.653511,8,1035.428566,8
22275,Shepparton,896.8063375,1,897.2335982,2
22276,Shepparton East,1018.005878,6,988.7868748,6
22277,Shepparton North,1044.745206,7,1030.264559,8
22278,Sherbrooke,1079.08437,9,1101.122787,10
22279,Shoreham,1130.457856,10,1118.916679,10
22280,Sidonia,1083.636151,10,1084.175812,10
22281,Silvan,1061.647535,8,1041.448248,8
22282,Silverleaves,1064.469756,9,1032.885027,8
22283,Simpson (Vic.),1035.735767,7,991.9082228,6
22284,Simpsons Creek,967.317639,3,930.6119031,3
22285,Simson,948.2058118,2,906.7091672,2
22286,Skenes Creek,1043.280561,7,1018.666154,7
22287,Skenes Creek North,1075.745262,9,1049.621726,9
22288,Skibo,1002.5775,5,952.0809858,4
22289,Skinners Flat,728.8321657,1,743.5537376,1
22290,Skipton,902.8407975,1,891.8082619,2
22291,Skye (Vic.),1017.843005,6,978.9028799,5
22292,Slaty Creek,1014.025358,5,974.8270599,5
22293,Smeaton,1034.047534,7,1001.11351,6
22294,Smiths Beach,1050.8362,8,1026.4584,8
22295,Smiths Gully,1136.213473,10,1105.074235,10
22296,Smokeytown,1046.897014,8,999.3951101,6
22297,Smoko,1085.733188,10,1034.219848,8
22298,Smythes Creek,1057.457211,8,1011.335264,7
22299,Smythesdale,1016.267806,6,957.5470639,4
22301,Snake Valley,965.4785359,3,923.4054888,2
22302,Soldiers Hill (Vic.),1024.866043,6,1014.958313,7
22303,Somers,1093.754632,10,1070.539445,9
22305,Somerville (Vic.),1039.047074,7,1000.164145,6
22306,Sorrento (Vic.),1101.040888,10,1099.427869,10
22307,South Dudley,944.3235901,2,889.3405358,1
22308,South Geelong,1047.618747,8,1034.714183,8
22309,South Kingsville,1063.20841,9,1085.893597,10
22310,South Melbourne,1028.216291,6,1093.208021,10
22311,South Morang,1036.454143,7,1014.555408,7
22312,South Purrumbete,1070.117539,9,1036.541191,8
22313,South Wharf,1030.930735,6,1132.241416,10
22314,South Yarra,1069.357651,9,1124.410448,10
22315,Southbank,1053.529997,8,1106.418,10
22316,Southern Cross (Vic.),1057.899328,8,1017.871787,7
22317,Spargo Creek,1035.176368,7,1007.920109,7
22318,Speed,971.1146393,3,961.6139989,4
22319,Spotswood,1073.714409,9,1095.001579,10
22320,Spring Gully (Vic.),1027.942943,6,1008.243019,7
22321,Spring Hill (Vic.),1073.259149,9,1050.310506,9
22322,Springbank,1032.052211,7,1024.620353,8
22323,Springdallah,936.1909514,2,898.0941883,2
22324,Springfield (Buloke - Vic.),1018.04822,6,994.3657036,6
22325,Springfield (Macedon Ranges - Vic.),1094.160025,10,1057.928751,9
22326,Springhurst,965.7797892,3,929.8061792,3
22327,Springmount,1046.897014,8,999.3951101,6
22328,Springvale (Vic.),845.1801761,1,899.9764693,2
22329,Springvale South,830.4678884,1,877.3830622,1
22330,St Albans (Vic.),823.4596267,1,865.5178159,1
22331,St Albans Park,963.2749454,3,915.4732104,2
22332,St Andrews (Vic.),1070.506081,9,1051.731088,9
22333,St Andrews Beach,1084.422379,10,1047.83519,9
22334,St Arnaud,922.002826,2,891.8746815,2
22335,St Arnaud East,992.5182873,4,951.5827242,4
22336,St Arnaud North,1014.025358,5,974.8270599,5
22337,St Clair (Vic.),1077.305023,9,1019.724358,7
22338,St Germains,937.5682941,2,919.5498147,2
22339,St Helena,1079.243795,9,1066.252845,9
22340,St Helens (Vic.),1003.018599,5,966.6662653,4
22341,St Helens Plains,1059.124417,8,1040.912513,8
22342,St James (Vic.),985.6216047,4,961.3044175,4
22343,St Kilda (Vic.),1046.803609,7,1083.442135,10
22344,St Kilda East,1071.097606,9,1103.098822,10
22345,St Kilda West,1074.545868,9,1113.678694,10
22346,St Leonards (Vic.),993.6671668,4,960.6722272,4
22347,Staceys Bridge,997.0338701,4,965.5508786,4
22348,Staffordshire Reef,936.1909514,2,898.0941883,2
