Suburb,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025
Mooney Mooney Creek,0,0,0,0,0,0,0,0,0,0,0,0
Moonpar,0,0,0,0,0,0,0,0,0,0,0,0
Mooral Creek,0,1,0,0,0,0,0,0,0,0,0,0
Moorara,0,0,0,0,0,0,0,0,0,0,0,0
Moorbel,1,1,0,0,0,0,0,0,0,0,0,0
Moore Creek,6,3,5,7,3,0,4,3,12,2,9,11
Moore Park,21,18,17,27,27,29,25,34,57,35,30,31
Moorebank,62,48,44,45,48,64,64,35,45,45,55,52
Moorilda,0,0,0,1,0,0,1,0,0,0,1,0
Moorland,8,5,1,5,5,3,0,0,1,0,4,2
Moorong,4,0,7,1,5,0,2,3,2,3,3,2
Moorwatha,0,0,0,0,0,0,0,0,0,0,0,0
Moparrabah,0,1,0,1,2,0,1,0,0,0,0,0
Moppy,0,0,0,0,0,0,0,0,0,0,0,0
Morago,0,0,0,1,0,1,1,4,1,1,0,0
Morangarell,0,0,0,1,0,0,0,0,0,0,0,0
Morans Crossing,0,0,0,0,0,0,0,0,0,0,0,0
Moree,271,363,244,268,298,329,277,238,335,339,296,256
Morisset,61,87,65,75,87,59,48,36,92,77,65,53
Morisset Park,11,10,10,5,7,7,4,3,11,2,6,1
Morning Bay,0,0,0,0,0,0,0,0,0,0,1,0
Mororo,0,0,5,5,0,1,0,0,0,1,3,0
Morpeth,16,5,7,3,0,3,5,5,6,8,7,2
Mortdale,20,42,20,37,25,35,32,23,28,35,36,44
Mortlake,6,2,5,3,6,8,0,2,2,13,9,1
Morton,1,0,0,0,0,0,0,1,1,0,0,0
Mortons Creek,0,2,0,0,0,2,0,1,0,0,0,1
Morts Estate,1,0,5,1,1,2,0,2,2,4,2,0
Morundah,1,0,0,1,1,1,1,0,0,0,0,0
Moruya,56,77,43,49,78,60,70,41,47,60,34,46
Moruya Heads,1,2,1,0,2,5,4,0,2,1,4,2
Morven (Greater Hume Shire),0,0,0,0,0,0,0,0,0,0,0,0
Mosman,55,65,52,73,42,59,86,74,76,62,55,53
Moss Vale,36,39,39,36,28,49,37,27,33,38,28,27
Mossgiel,0,4,1,0,0,1,0,0,0,0,0,0
Mossy Point,0,1,0,1,0,0,2,0,2,1,0,0
Moto,0,0,0,1,1,3,1,0,0,2,5,0
Moulamein,4,3,8,1,17,3,2,2,1,11,0,1
Mount Adrah,0,0,0,0,0,0,0,0,0,0,0,0
Mount Annan,24,28,31,8,26,35,38,36,42,16,27,25
Mount Aquila,0,0,0,0,0,0,0,0,0,0,0,0
Mount Arthur,0,1,0,1,0,0,0,0,0,0,0,1
Mount Austin,41,66,49,39,59,50,57,71,62,84,69,61
Mount Burrell,2,0,0,4,0,1,1,0,0,0,1,0
Mount Colah,20,8,22,13,13,21,12,1,4,11,8,4
Mount Collins,0,0,0,0,0,0,0,0,0,0,0,0
Mount Cooper,0,0,0,0,0,0,0,0,0,0,0,0
Mount Darragh,0,0,0,0,0,0,0,1,1,6,3,0
Mount David,2,0,0,0,0,0,1,1,0,0,0,0
Mount Dee,0,0,0,0,0,0,0,0,1,0,0,0
Mount Druitt,989,1070,899,930,811,725,740,629,602,674,527,470
Mount Elliot,0,0,0,0,0,0,0,0,0,3,0,0
Mount Fairy,0,0,0,0,0,0,0,0,0,0,0,0
Mount Foster,0,0,0,0,0,0,0,0,0,0,0,0
Mount Frome,0,0,0,0,0,0,0,0,0,0,0,0
Mount George,2,0,0,0,0,0,2,1,2,0,0,1
Mount Harris,0,0,1,0,0,0,0,0,0,0,0,0
Mount Hope,0,0,0,0,1,0,0,0,0,0,0,0
Mount Horeb,0,0,0,0,0,0,0,0,0,0,0,0
Mount Hunter,0,1,3,0,0,2,2,1,1,0,0,0
Mount Hutton,24,17,20,30,32,28,21,17,29,21,23,21
Mount Irvine,0,0,0,0,0,0,0,0,0,0,0,0
Mount Keira,0,2,1,0,6,6,4,7,9,4,2,2
Mount Kembla,2,0,0,3,1,0,0,0,4,1,0,0
Mount Knowles,0,0,0,0,0,0,0,0,0,0,0,0
Mount Kuring-Gai,2,10,1,7,8,0,10,4,3,8,3,5
Mount Lambie,0,0,1,0,0,0,0,4,0,0,0,0
Mount Lewis,5,6,3,2,0,3,6,2,1,5,3,1
Mount Marsden,0,0,0,0,1,0,3,1,0,2,0,0
Mount Marsh,0,0,0,0,0,0,0,0,0,0,0,0
Mount Mitchell,1,0,4,5,1,0,0,0,0,0,1,0
Mount Murray,0,0,0,0,0,0,0,1,2,0,0,0
Mount Olive (Oberon),0,0,0,0,0,0,0,0,0,0,0,0
Mount Olive (Singleton),1,0,0,0,0,1,0,0,0,0,0,0
Mount Ousley,1,4,2,10,1,0,6,9,0,7,0,1
Mount Panorama,1,0,1,14,1,0,0,2,2,1,5,0
Mount Pleasant,1,1,4,3,1,3,2,0,0,1,0,1
Mount Pritchard,58,39,28,36,53,24,39,34,56,40,35,42
Mount Rankin,0,1,0,0,1,0,0,1,0,2,0,0
Mount Rivers,0,0,0,0,0,0,0,0,0,0,0,1
Mount Riverview,3,3,4,5,2,6,8,17,1,4,5,7
Mount Royal,0,1,0,0,0,0,0,0,6,0,0,0
Mount Russell,2,2,0,0,0,0,2,0,0,0,1,0
Mount Saint Thomas,3,3,1,5,6,5,1,3,8,6,2,11
Mount Seaview,0,0,2,2,0,3,0,0,0,0,0,0
Mount Tenandra,0,0,0,0,0,1,0,0,0,0,0,0
Mount Thorley,2,1,3,0,1,4,5,1,5,2,2,2
Mount Tomah,0,0,0,0,0,0,0,0,1,0,0,0
Mount Vernon,0,4,4,3,1,1,5,0,2,0,3,0
Mount Victoria,3,6,10,9,6,3,5,8,4,3,4,7
Mount View,4,0,0,1,0,2,4,0,2,2,1,0
Mount Vincent,1,8,0,1,0,2,1,0,0,1,1,3
Mount Warning,1,0,1,0,3,0,0,0,0,0,2,0
Mount Warrigal,16,26,17,23,31,34,33,18,41,22,22,15
Mount Werong,0,0,0,0,0,0,0,0,0,0,0,0
Mount White,6,3,0,1,3,3,0,1,2,2,2,0
Mount Wilson,0,0,0,0,0,1,0,0,0,0,0,0
Mountain Creek,0,0,0,1,1,0,0,0,0,0,0,0
Mountain Lagoon,0,0,0,0,1,0,0,1,0,0,0,0
Mountain Top,0,1,0,0,0,0,0,0,0,0,0,0
Mountain View,0,1,1,1,0,0,3,1,1,1,1,1
Mourquong,1,2,5,0,1,0,2,2,1,2,0,6
Mowbray Park,0,0,0,1,0,1,2,0,0,0,0,0
Mozart,1,0,0,1,0,1,1,0,0,0,0,0
Mudgee,69,85,92,94,93,59,75,83,70,90,89,84
Mulbring,1,0,2,1,1,0,3,1,1,2,0,0
Mulgoa,2,7,5,4,3,3,9,6,5,6,16,5
Mulgrave,3,1,10,6,1,3,2,4,3,3,8,2
Mulguthrie,0,0,0,0,0,0,0,0,0,0,0,0
Muli Muli,0,1,0,0,1,1,1,0,1,1,1,8
Mulla,0,0,0,0,0,0,0,0,0,0,0,0
Mulla Creek,0,0,0,3,0,0,0,0,0,0,0,1
Mullaley,1,1,0,0,1,4,3,0,0,1,2,0
Mullamuddy,0,0,0,0,0,1,0,1,4,1,0,1
Mullaway,8,2,2,1,0,0,5,14,0,1,3,4
Mullengandra,1,0,1,0,0,4,0,4,0,0,0,0
Mullengudgery,1,0,0,0,0,0,2,0,0,0,1,0
Mullion,0,0,0,0,0,0,2,1,1,0,3,0
Mullion Creek,4,1,0,0,1,1,0,0,1,0,9,0
Mulloon,0,2,1,0,0,1,3,0,0,0,0,0
Mullumbimby,22,35,18,28,30,34,32,32,31,28,33,36
Mullumbimby Creek,0,0,0,0,2,1,3,1,0,2,0,4
Mulwala,8,12,5,11,13,16,16,16,20,16,13,4
Mulyandry,0,0,0,0,0,0,0,0,0,0,0,0
Mumbil,1,4,5,3,0,1,2,4,0,2,1,3
Mumblebone Plain,0,0,0,0,0,0,0,0,0,0,0,0
Mumbulla Mountain,0,0,0,0,0,0,0,0,0,0,0,0
Mummel,0,0,0,0,0,0,1,0,0,0,0,0
Mummulgum,0,1,0,0,0,0,0,0,1,0,1,0
Mundamia,0,0,1,2,2,2,0,0,0,1,0,1
Mundarlo,0,0,0,0,3,0,0,0,5,0,0,1
Munderoo,0,0,0,0,1,0,0,0,0,0,2,0
Mundongo,0,0,0,0,0,0,1,0,0,0,0,0
Mungay Creek,0,0,1,0,0,0,0,0,0,0,0,0
Munghorn,0,0,0,0,0,0,0,0,0,0,0,0
Mungindi,6,49,15,33,2,3,5,4,9,12,3,18
Mungo,0,0,0,0,0,0,0,0,0,0,0,0
Mungo Brush,1,1,0,1,0,3,0,0,1,2,0,0
Munni,0,1,0,0,0,0,1,0,0,0,0,0
Munyabla,0,0,1,2,0,0,0,0,0,0,0,0
Murga,0,5,1,0,0,0,0,0,0,2,2,4
Murrah,1,0,0,0,0,2,0,0,0,0,1,0
Murrami,0,1,0,0,0,2,3,0,0,1,0,2
Murrawombie,0,0,0,0,0,0,0,0,0,0,0,0
Murray Downs,1,0,0,0,4,0,4,0,2,0,0,0
Murray Gorge,0,0,1,0,0,0,0,0,0,0,0,0
Murrays Beach,1,1,1,0,3,3,1,0,2,0,0,2
Murrays Run,0,0,0,0,0,1,0,1,0,0,0,1
Murrin Bridge,2,3,3,2,2,2,1,0,0,0,1,1
Murringo,2,0,0,1,0,0,0,0,0,0,0,0
Murrulebale,0,0,0,0,0,1,0,0,0,0,0,0
Murrumbateman,4,11,3,9,10,10,12,16,7,7,5,8
Murrumbo,0,0,0,0,0,0,0,0,0,0,0,0
Murrumbucca,0,1,1,1,1,0,0,1,0,0,0,0
Murrumburrah,0,0,0,0,0,0,1,0,0,1,0,0
Murrurundi,13,9,8,4,10,1,5,3,3,7,0,9
Murulla,1,0,0,0,0,4,0,0,0,0,0,0
Murwillumbah,42,58,52,55,61,50,54,67,59,65,62,42
Muscle Creek,0,0,0,0,1,0,0,1,0,0,0,0
Muswellbrook,114,132,117,191,164,167,128,156,137,122,169,153
Mutawintji,0,0,0,0,0,0,0,1,0,0,0,0
Muttama,0,0,0,0,1,0,0,0,0,1,0,0
Myall Creek,1,0,0,0,0,0,0,0,1,0,0,0
Myall Lake,0,0,0,1,0,0,0,0,0,1,0,0
Myall Park,2,0,0,0,1,0,0,0,0,0,0,0
Myalla,0,0,0,0,0,0,0,0,0,0,0,0
Mylestom,3,6,3,5,5,13,11,8,2,4,0,4
Mylneford,0,0,0,0,0,0,0,0,0,0,0,0
Myocum,5,1,0,5,1,8,2,1,1,6,4,4
Myola,0,0,1,1,0,2,0,0,1,1,0,0
Myrtle Creek,2,0,1,0,0,0,2,1,0,2,4,1
Myrtle Mountain,0,0,0,0,0,0,0,0,0,0,0,0
Myrtle Park,0,0,0,0,0,0,0,0,0,0,1,0
Myrtleville,0,0,0,0,0,0,0,0,0,0,0,0
Mystery Bay,0,0,0,0,1,1,1,0,0,0,0,0
Myuna Bay,0,0,0,0,2,0,0,0,0,0,0,0
Nabiac,15,6,7,8,6,8,4,5,3,11,11,6
Nadgee,0,0,0,0,0,0,0,0,0,0,0,0
Nambucca Heads,36,62,62,68,70,77,60,88,45,50,54,50
Namoi River,0,1,0,0,0,0,0,0,0,0,0,1
Nana Glen,0,2,6,7,4,5,2,3,3,4,7,4
Nangus,0,0,0,0,0,0,0,0,1,0,2,0
Nanima,2,0,0,1,0,1,1,0,0,0,0,0
Napoleon Reef,0,0,0,0,0,1,3,0,0,0,0,0
Naradhan,3,0,0,0,0,0,0,0,0,0,0,3
Narara,23,39,27,15,26,35,25,24,32,31,27,37
Narellan,79,82,114,69,68,93,60,66,72,54,62,68
Narellan Vale,25,15,10,5,7,6,9,8,10,11,11,10
Naremburn,2,3,10,5,7,8,3,7,15,6,10,20
Narooma,30,21,26,26,17,27,29,19,26,25,42,29
Narrabarba,0,0,0,0,0,0,0,0,0,0,0,0
Narrabeen,12,18,20,19,16,31,26,16,23,22,14,13
Narrabri,52,64,55,78,60,81,102,76,89,59,86,82
Narraburra,0,0,0,0,0,0,0,0,0,0,0,0
Narran Lake,0,0,0,0,0,0,0,0,0,0,0,0
Narrandera,57,57,81,45,55,63,55,44,61,39,66,57
Narrangullen,0,0,0,0,0,0,0,0,0,0,0,0
Narrawa,0,0,0,0,0,0,0,0,0,0,0,0
Narrawallee,4,1,0,7,4,5,2,2,8,1,1,1
Narraweena,5,12,6,13,12,17,21,7,9,13,11,12
Narromine,53,54,53,51,66,49,37,49,30,36,43,47
Narwee,30,37,15,30,21,29,22,30,38,26,39,13
Nashdale,0,1,1,1,2,2,0,3,0,1,2,2
Nashua,0,0,0,0,0,0,0,0,0,0,0,0
Nattai,0,0,1,1,0,1,0,0,0,1,0,1
Naughtons Gap,0,1,0,0,0,0,0,1,0,0,0,0
Neath,7,3,1,1,5,2,2,9,12,4,1,6
Nebea,0,0,0,0,0,0,0,0,0,0,0,0
Neilrex,1,2,2,2,0,0,1,4,0,0,1,0
Nelligen,5,0,0,14,0,4,2,4,1,2,5,0
Nelson (Bega Valley),0,0,0,0,0,0,0,0,0,0,0,0
Nelson (The Hills Shire),4,1,0,2,0,4,1,2,3,3,2,4
Nelson Bay,35,32,32,61,41,73,75,47,56,73,64,29
Nelsons Plains,0,1,0,0,0,0,1,1,2,5,1,0
Nelungaloo,0,0,0,0,0,0,0,0,0,0,0,0
Nemingha,4,0,7,4,13,2,0,1,10,5,2,4
Nericon,1,2,3,2,6,1,0,6,0,1,3,0
Neringla,0,0,0,0,0,0,0,0,0,0,0,0
Nerong,0,0,3,1,2,0,1,4,2,3,0,4
Nerriga,0,1,3,1,2,2,0,0,2,0,0,0
Nerrigundah,0,0,0,1,0,1,0,0,0,0,0,0
Nethercote,1,2,0,0,0,0,1,0,0,0,0,0
Neurea,0,0,0,0,0,0,0,0,0,0,0,0
Neutral Bay,35,39,15,24,27,28,17,21,15,23,30,20
Never Never,0,0,0,0,0,0,0,0,0,0,0,0
Nevertire,0,0,3,1,3,8,0,2,0,0,0,5
Neville,1,1,3,1,2,0,1,1,4,0,1,2
New Berrima,1,2,0,0,2,1,1,0,1,4,0,1
New Brighton,1,0,1,0,0,0,2,4,1,2,6,3
New Buildings,0,0,0,0,0,0,0,0,0,0,0,0
New Italy,0,0,3,0,0,0,2,0,1,0,4,0
New Lambton,60,44,41,58,57,57,63,71,63,47,42,59
New Lambton Heights,8,7,17,8,12,5,11,16,20,13,9,8
New Mexico,0,0,0,0,0,0,0,0,0,0,0,1
New Park,0,1,1,0,0,1,0,0,0,0,1,1
New Valley,0,0,0,0,0,1,0,0,0,0,0,0
Newbold,0,0,0,0,0,0,0,0,0,0,0,0
Newbridge,2,0,0,0,0,0,0,0,0,1,0,1
Newcastle,120,155,133,204,166,135,123,122,157,142,139,105
Newcastle East,14,24,17,12,35,25,22,16,17,19,19,9
Newcastle West,100,97,100,117,108,79,80,55,92,70,63,54
Newee Creek,4,3,0,5,1,1,1,2,2,3,2,0
Newington,9,6,4,7,8,11,5,9,9,4,6,11
Newnes,0,0,0,1,0,0,0,0,0,0,0,0
Newnes Plateau,0,0,0,2,0,0,1,1,0,0,0,0
Newport,9,18,22,20,27,23,28,25,29,18,31,19
Newrybar,1,0,0,0,2,0,1,1,0,2,2,1
Newstead,0,0,0,0,0,0,0,0,0,0,0,0
Newton Boyd,0,0,0,1,0,0,0,0,0,0,0,0
Newtown,164,163,186,199,148,162,146,141,185,184,146,171
Niagara Park,18,13,11,19,16,12,12,2,19,17,10,8
Niangala,0,0,0,0,1,0,0,0,0,2,0,0
Niemur,0,0,0,0,0,0,0,0,0,1,0,0
Nightcap,0,0,0,2,0,0,0,0,0,0,1,0
Nimbin,18,23,27,18,16,12,20,29,21,24,24,14
Nimmitabel,0,2,7,1,0,1,1,1,4,0,0,1
Nimmo,0,0,0,0,0,0,0,0,0,0,0,0
Nirimba Fields,5,6,4,5,7,11,5,7,8,4,5,3
Nobbys Creek,2,2,0,0,2,3,0,0,0,0,0,0
Nombi,0,0,0,0,0,0,0,0,0,0,0,0
Noona,1,0,0,0,0,0,0,0,0,0,1,0
Noorong,0,0,0,0,0,0,0,0,0,0,0,0
Nooroo,0,0,0,0,0,0,0,0,1,0,0,0
Norah Head,8,8,7,3,15,5,6,7,6,3,4,9
Noraville,13,7,9,9,12,9,11,10,11,4,14,9
Nords Wharf,2,2,4,0,0,3,3,5,1,4,0,1
Normanhurst,13,13,10,7,26,15,14,11,22,20,13,15
North Albury,91,110,102,110,109,88,81,98,99,114,73,68
North Arm,0,0,0,0,0,0,0,0,0,0,0,0
North Arm Cove,0,6,1,4,0,8,5,5,3,5,3,6
North Avoca,5,1,3,4,1,6,12,2,3,1,4,3
North Balgowlah,2,7,3,3,5,2,2,2,2,0,7,3
North Batemans Bay,10,7,0,4,9,4,9,3,4,1,2,3
North Boambee Valley,10,26,13,25,11,12,15,9,7,6,14,12
North Bondi,32,27,23,16,14,23,20,26,19,15,35,24
North Bourke,0,1,2,1,4,2,5,2,3,0,6,1
North Brother,0,0,1,0,0,0,0,0,0,0,0,0
North Casino,1,0,1,1,3,0,0,2,1,1,2,3
North Curl Curl,4,10,12,8,7,5,5,10,7,7,5,3
North Dorrigo,1,0,0,0,0,0,1,0,0,0,0,0
North Epping,2,4,3,4,0,5,0,1,4,9,5,3
North Gosford,29,39,44,21,30,29,19,13,24,33,26,15
North Haven,11,13,10,12,9,13,10,3,8,13,2,15
North Kellyville,19,26,28,34,25,20,21,16,24,15,25,27
North Lambton,17,27,9,10,13,9,18,13,29,13,11,18
North Lismore,3,6,5,10,3,6,11,11,13,12,9,3
North Macksville,12,1,1,2,5,1,3,4,4,7,2,5
North Manly,9,8,14,11,9,23,22,8,9,17,25,21
North Narooma,2,0,0,4,3,1,3,3,5,3,2,2
North Narrabeen,17,16,17,33,26,31,20,31,26,20,19,14
North Nowra,17,15,17,27,23,21,20,14,29,18,28,26
North Parramatta,61,75,71,64,68,77,53,72,44,55,59,48
North Richmond,16,41,34,41,35,31,28,28,29,32,21,12
North Rocks,20,20,20,24,30,29,24,28,24,20,25,18
North Rothbury,29,31,15,23,29,23,24,30,28,18,24,28
North Ryde,24,16,18,21,28,24,16,15,23,19,20,28
North Shore,4,1,1,2,2,2,0,0,3,3,0,0
North St Marys,29,43,53,38,68,45,58,68,41,65,41,58
North Star,1,0,2,1,0,0,1,0,0,0,1,1
North Strathfield,12,19,11,10,16,9,8,14,10,9,11,7
North Sydney,46,40,38,50,39,59,45,57,41,31,32,36
North Tamworth,38,18,30,40,27,49,33,27,32,35,33,32
North Tumbulgum,0,0,0,0,0,2,1,3,1,0,0,0
North Turramurra,14,4,7,2,6,3,2,3,6,4,7,2
North Wagga Wagga,18,5,15,6,4,8,10,10,12,13,14,7
North Wahroonga,3,3,2,0,2,0,0,2,2,3,3,0
North Willoughby,5,11,6,17,7,5,5,7,8,5,12,7
North Wollongong,44,27,27,34,32,33,45,34,34,45,64,44
North Woodburn,1,0,1,0,3,1,1,0,3,1,0,0
North Yalgogrin,0,0,0,0,0,0,0,0,0,0,0,1
North Yeoval,0,0,0,0,1,1,1,0,2,0,0,0
Northangera,0,0,0,0,0,0,0,0,0,0,0,0
Northbridge,15,6,5,11,6,8,6,3,9,4,16,15
Northmead,79,34,42,47,34,26,54,32,27,27,33,34
Northwood,0,1,1,1,1,2,2,1,2,1,1,1
Norway,0,0,0,0,0,0,0,1,0,0,0,0
Norwest,19,18,24,15,14,13,18,22,22,22,16,14
Nowendoc,0,1,0,1,0,0,0,1,0,0,0,0
Nowley,0,0,0,0,0,0,0,0,0,0,0,0
Nowra,274,263,242,264,246,290,214,269,251,262,268,219
Nowra Hill,2,4,7,5,1,2,0,6,2,6,7,1
Nubba,1,0,1,0,0,0,0,0,0,0,0,0
Nulkaba,5,2,5,4,4,2,1,6,9,1,4,3
Nullamanna,0,0,3,3,0,1,0,0,0,1,0,0
Nullica,0,0,0,0,0,1,0,0,0,0,0,0
Nullo Mountain,2,0,0,0,7,0,0,0,0,0,0,0
Numbaa,0,0,0,0,0,0,0,0,0,0,0,0
Number One,2,0,1,0,1,0,0,0,0,0,0,0
Numbla Vale,0,0,0,1,0,0,0,0,0,0,1,0
Numbugga,0,0,0,0,0,0,0,0,0,0,0,0
Numeralla,2,2,0,1,1,0,0,1,1,0,1,1
Numinbah,2,0,0,0,0,0,0,0,0,0,1,0
Numulgi,1,0,0,0,0,0,1,0,0,0,0,0
Nunderi,0,0,1,0,1,1,2,1,1,1,0,1
Nundle,2,0,0,8,1,7,2,2,4,6,2,0
Nungatta,0,0,0,4,0,0,0,0,0,0,0,0
Nurenmerenmong,0,0,1,0,0,0,0,0,0,0,0,0
Nymagee,1,0,2,0,0,0,1,1,2,1,3,1
Nymboida,1,1,4,7,0,1,0,1,1,1,2,0
Nyngan,23,18,30,31,17,40,26,32,23,26,20,27
Nyora,0,0,0,0,0,0,0,0,0,0,0,0
Nyrang Creek,1,0,0,0,0,0,0,0,0,0,0,0
O'Connell,3,5,2,1,2,1,0,2,2,3,0,0
Oak Flats,33,35,42,33,21,36,34,26,31,45,44,25
Oakdale,4,11,14,4,3,6,2,4,0,3,4,6
Oakey Park,2,1,1,1,2,0,0,3,2,2,1,2
Oakhampton,0,1,0,0,0,0,2,1,0,0,0,0
Oakhampton Heights,0,0,0,0,0,2,0,0,0,0,0,0
Oakhurst,16,13,19,32,18,21,34,19,23,22,10,17
Oaklands,2,2,1,3,0,2,1,3,1,3,0,1
Oakville,10,10,9,5,5,5,4,7,6,5,1,3
Oakwood,0,0,0,0,0,0,0,0,0,0,1,0
Oallen,0,0,0,0,4,3,2,0,1,0,0,2
Oatlands,37,8,6,11,14,8,9,10,11,11,5,8
Oatley,19,22,13,21,13,23,15,17,22,36,26,18
Oban,0,0,0,0,0,0,0,0,0,0,0,0
Obanvale,0,0,0,0,0,2,0,1,0,0,0,0
Oberne Creek,0,0,0,0,0,0,0,0,0,0,0,0
Oberon,17,19,20,4,20,24,11,19,22,14,5,6
Obley,0,0,0,0,0,0,3,0,3,0,0,0
Ocean Shores,24,6,7,13,17,4,19,10,18,17,15,6
Ogunbil,1,1,0,0,0,1,0,0,0,0,1,0
Old Adaminaby,0,0,0,0,0,0,0,0,0,1,0,0
Old Bar,24,21,16,16,25,33,18,32,17,9,27,11
Old Bonalbo,0,2,0,2,3,0,2,0,0,2,0,3
Old Erowal Bay,3,3,5,1,3,2,8,3,2,3,3,2
Old Grevillia,0,0,0,0,0,0,0,0,0,0,0,0
Old Guildford,10,9,8,6,2,7,8,23,7,15,6,9
Old Junee,1,1,1,1,1,1,0,0,0,0,0,4
Old Mill,0,0,1,0,0,0,0,0,0,0,0,0
Old Station,0,0,0,0,0,0,0,0,0,0,0,0
Old Toongabbie,8,3,9,11,6,6,6,8,8,5,10,9
Olinda,1,0,0,0,1,0,1,0,0,0,0,0
Olney,0,0,0,0,0,1,0,0,0,0,0,1
Omadale,0,0,0,0,0,0,0,0,0,0,0,0
One Mile,0,1,4,5,2,2,1,1,0,3,3,3
One Tree,0,0,0,0,0,0,0,0,0,0,0,0
Oolong,0,1,1,0,1,0,1,0,0,1,1,0
Ooma,0,0,0,0,0,0,0,0,0,0,0,0
Ootha,0,0,0,0,0,0,0,0,0,0,0,0
Ophir,0,0,0,0,0,0,1,0,0,0,1,0
Oran Park,52,51,41,64,60,49,39,38,43,42,55,54
Orange,366,351,356,424,408,382,440,412,461,415,406,290
Orange Grove,0,0,0,0,0,0,0,0,0,2,0,0
Orangeville,3,4,1,3,0,1,4,0,0,1,0,0
Orchard Hills,7,3,5,9,11,8,8,7,6,7,6,7
Orient Point,0,4,6,4,0,0,0,3,2,5,2,2
Orton Park,0,0,1,0,1,1,0,0,0,0,0,1
Osborne,0,0,0,0,0,0,0,0,0,0,0,0
Osterley,0,0,0,0,0,0,0,1,0,0,0,0
Oswald,0,0,0,0,0,0,0,0,0,0,0,0
Otford,0,2,1,1,0,1,2,2,0,0,1,1
Oura,1,1,0,0,3,1,1,6,4,1,0,2
Ourimbah,20,33,33,25,19,19,25,32,35,45,43,39
Ournie,0,0,0,0,0,1,1,0,0,0,0,0
Owens Gap,0,0,0,0,0,0,0,0,0,0,0,1
Oxford Falls,0,1,1,0,0,0,1,0,0,0,0,0
Oxley (Balranald),0,0,0,0,0,1,0,0,0,0,1,0
Oxley (Warren),0,0,0,0,0,0,0,0,0,0,0,0
Oxley Island,1,1,1,0,0,0,0,1,0,0,2,1
Oxley Park,9,44,24,22,20,23,17,15,26,25,16,17
Oxley Vale,28,40,28,24,37,42,28,28,31,15,20,25
Oyster Bay,3,10,7,3,8,5,7,6,9,10,6,2
Oyster Cove,0,0,0,1,0,0,0,0,1,0,0,0
Packsaddle,1,0,0,0,0,0,0,0,0,0,0,0
Paddington,47,79,55,59,48,53,51,44,52,59,53,52
Paddys Flat (Kyogle),1,0,0,0,0,0,0,0,0,0,0,0
Paddys Flat (Snowy Monaro Regional),0,0,0,0,0,0,0,0,0,0,0,0
Paddys River (Snowy Valleys),0,0,0,0,0,0,0,0,0,0,0,0
Paddys River (Wingecarribee),0,2,1,0,0,0,0,3,1,0,0,0
Padstow,58,53,61,68,57,93,68,46,65,37,54,47
Padstow Heights,2,8,4,17,4,3,9,5,4,3,1,2
Pagans Flat,0,0,0,0,0,0,0,0,0,0,0,0
Pages Creek,0,0,0,0,0,0,0,0,0,0,0,0
Pagewood,9,11,10,5,4,13,26,9,13,18,18,21
Palarang,0,0,0,0,0,0,0,0,0,0,0,0
Palerang,0,0,0,0,0,0,0,0,0,0,0,0
Paling Yards (Bathurst Regional),0,0,0,0,0,0,0,0,0,0,0,0
Paling Yards (Oberon),0,0,0,0,0,0,0,0,0,0,0,0
Pallal,0,0,0,0,0,0,0,0,1,0,0,0
Pallamallawa,1,1,3,4,5,1,1,2,2,0,1,0
Palm Beach,8,3,3,3,2,4,8,6,2,14,3,9
Palm Grove,0,0,0,0,0,0,0,0,0,0,0,1
Palmdale,0,1,0,1,0,0,1,0,1,0,0,0
Palmers Channel,0,0,1,1,0,1,0,0,0,1,0,0
Palmers Island,2,1,0,0,2,3,0,1,0,1,1,3
Palmers Oaky,0,0,0,0,0,0,0,0,0,0,0,0
Palmvale,0,0,0,0,1,0,0,0,0,0,0,1
Palmwoods,0,0,0,0,0,0,0,0,0,0,0,1
Pambula,6,8,4,0,2,3,4,0,2,2,1,1
Pambula Beach,1,0,0,1,1,4,3,3,2,0,0,1
Pampoolah,1,1,1,1,0,1,1,0,0,1,0,0
Pan Ban,0,0,0,0,0,0,0,0,0,0,0,0
Panania,34,39,52,26,39,30,24,26,41,47,40,31
Pangee,0,0,1,0,0,0,0,0,0,0,0,0
Panuara,0,0,0,0,0,1,0,0,0,0,0,0
Pappinbarra,0,0,0,1,3,0,0,1,0,0,0,0
Para,0,0,0,0,0,0,0,0,0,0,0,0
Paradise,0,0,0,0,0,0,0,0,0,0,0,0
Paringi,0,2,0,0,0,3,0,3,0,0,0,0
Parkes,94,120,105,104,150,138,218,112,161,167,170,115
Parkesbourne,2,1,4,0,0,0,0,0,0,0,0,0
Parklea,2,9,0,1,6,7,3,2,3,9,3,3
Parkville,0,0,0,0,0,6,0,1,0,0,1,1
Parma,0,0,1,0,0,1,0,0,1,0,1,3
Parramatta,815,793,760,759,820,951,857,691,941,803,826,756
Parraweena,0,0,0,0,0,0,1,0,1,0,0,0
Patchs Beach,0,0,0,0,0,0,0,0,0,0,0,0
Paterson,1,1,3,4,4,1,5,1,3,2,1,3
Patonga,4,0,1,2,0,2,3,2,4,4,2,0
Paupong,0,0,0,0,0,0,0,0,0,0,0,0
Paxton,3,1,2,7,7,6,2,4,3,5,2,2
